,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
285,625,625,0,2,2,4,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,625.0,1,2,2,4,0,TA,Gd,8,8,4,NFQu,0,2,2,6,528.0,2.0,NG,0,NG,0,0,1250,1,1,Ex,5,286,1,Gd,3,0,4251,4,35.0,0,0,160,1,0.0,3,1,0,6,21,54,5,7,2,0,NPool,1,1,5,164700.0,6,0,1,5,625.0,0,0,2006,2007,2007
286,1085,649,0,1,3,0,TA,3,600.0,0.0,5,6,0.0,0.0,TA,312.0,1,2,2,4,0,TA,TA,13,14,0,Gd,1,1,1,6,440.0,2.0,NG,0,NG,0,0,1734,1,1,TA,0,287,1,Gd,0,0,9786,4,77.0,0,0,50,3,0.0,3,1,0,6,12,0,7,6,2,0,NPool,1,1,4,159000.0,8,128,1,7,912.0,0,0,1962,1981,2006
287,858,0,0,1,3,0,TA,3,614.0,0.0,1,6,0.0,0.0,TA,244.0,1,2,2,4,0,TA,TA,6,6,4,NFQu,0,1,1,6,0.0,0.0,NG,0,NG,0,0,858,0,1,TA,2,288,1,TA,3,0,8125,0,68.0,0,0,20,3,0.0,3,1,0,6,12,0,4,4,2,0,NPool,1,1,4,88000.0,8,0,1,5,858.0,0,0,1971,1971,2006
288,900,0,0,1,3,0,TA,3,450.0,0.0,1,6,0.0,0.0,TA,432.0,1,2,2,4,0,Gd,TA,8,8,2,NFQu,0,1,1,6,280.0,1.0,NG,0,NG,0,0,900,0,1,TA,2,289,1,TA,3,0,9819,4,68.0,0,0,20,3,31.0,1,1,0,2,19,0,5,5,2,0,NPool,1,1,4,122000.0,8,0,1,5,882.0,0,0,1967,1967,2010
289,698,698,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,698.0,1,6,2,0,0,TA,TA,13,14,4,NFQu,0,0,1,6,384.0,1.0,NG,0,NG,0,0,1396,0,1,Ex,5,290,1,TA,3,0,8730,4,60.0,3,0,70,3,0.0,3,1,0,7,3,0,7,6,2,0,NPool,1,1,4,153575.0,8,259,1,7,698.0,0,0,1915,2003,2007
290,1079,840,0,1,3,0,TA,0,0.0,0.0,6,6,0.0,0.0,Gd,1079.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,685.0,2.0,NG,0,NG,0,0,1919,1,1,Ex,5,291,1,Gd,3,0,15611,4,120.0,3,0,60,3,0.0,3,1,0,7,5,51,5,8,2,0,NPool,1,1,5,233230.0,6,0,1,8,1079.0,0,0,2006,2006,2006
291,936,780,0,0,6,1,Fa,3,210.0,0.0,5,6,1.0,0.0,TA,570.0,0,2,2,4,0,Fa,TA,12,13,4,NFQu,0,2,2,6,0.0,0.0,NG,0,NG,0,0,1716,0,1,Ex,5,292,1,Fa,0,0,5687,4,55.0,3,0,190,3,0.0,3,1,0,3,18,184,6,5,0,0,NPool,1,1,4,135900.0,8,0,1,9,780.0,0,0,1912,2000,2008
292,1148,568,0,1,3,0,TA,3,292.0,0.0,3,6,0.0,0.0,TA,476.0,1,2,2,4,0,TA,TA,13,14,4,Gd,1,1,1,3,281.0,1.0,NG,0,NG,0,0,1716,1,1,Gd,0,293,1,TA,3,0,11409,4,60.0,3,0,50,3,0.0,3,1,0,1,7,0,4,5,2,0,NPool,1,1,4,131000.0,8,160,1,8,768.0,0,0,1949,2008,2009
293,1468,795,0,1,3,0,TA,3,795.0,0.0,0,6,1.0,0.0,TA,0.0,1,3,2,4,0,TA,TA,9,10,4,TA,1,1,2,6,539.0,2.0,NG,0,NG,0,0,2263,1,1,Fa,5,294,1,Gd,3,0,16659,0,68.0,0,0,60,3,34.0,1,1,0,3,14,250,7,7,2,0,NPool,1,1,4,235000.0,8,0,1,9,795.0,0,0,1977,1994,2006
294,1644,0,0,1,3,0,TA,3,1285.0,0.0,2,6,1.0,0.0,TA,131.0,1,2,2,4,0,TA,TA,6,6,4,Gd,2,1,1,6,418.0,2.0,NG,0,NG,0,0,1644,0,1,TA,2,295,1,TA,3,0,9600,4,80.0,3,0,20,3,238.0,4,1,0,10,12,0,5,6,2,0,NPool,1,3,4,167000.0,8,0,1,7,1416.0,0,110,1953,1953,2009
295,1003,0,0,1,3,0,TA,0,819.0,0.0,2,6,1.0,0.0,TA,184.0,1,2,2,4,0,TA,TA,6,6,0,NFQu,0,1,1,6,588.0,2.0,NG,0,NG,0,0,1003,0,1,TA,7,296,1,TA,3,0,7937,1,37.0,0,0,80,3,0.0,3,1,0,3,11,0,6,6,2,0,NPool,1,1,4,142500.0,8,0,1,6,1003.0,0,120,1984,1984,2006
296,910,648,0,1,4,0,TA,3,420.0,0.0,1,6,0.0,0.0,TA,490.0,1,2,2,0,0,TA,TA,13,14,2,NFQu,0,1,1,6,282.0,1.0,NG,0,NG,0,0,1558,1,1,TA,0,297,1,TA,3,0,13710,4,75.0,3,0,50,4,0.0,3,1,0,6,9,0,5,5,2,0,NPool,1,1,4,152000.0,8,0,1,6,910.0,0,289,1950,1950,2007
297,975,975,0,2,3,0,TA,3,649.0,0.0,1,6,0.0,0.0,Gd,326.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,576.0,2.0,NG,0,NG,0,0,1950,1,1,Ex,5,298,1,Gd,3,0,7399,4,66.0,0,0,60,1,1600.0,1,1,0,6,21,10,5,7,2,0,NPool,1,3,4,239000.0,8,198,1,7,975.0,0,0,1997,1998,2007
298,1041,702,0,1,3,0,TA,3,384.0,175.0,0,5,0.0,1.0,TA,143.0,1,2,2,4,0,TA,Gd,6,1,4,Gd,1,1,1,6,539.0,2.0,NG,0,NG,0,0,1743,2,1,Gd,5,299,1,TA,3,0,11700,4,90.0,3,0,60,3,365.0,1,1,0,6,14,0,6,6,2,0,NPool,1,4,4,175000.0,8,0,1,7,702.0,0,224,1968,1968,2007
299,1152,0,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,1.0,TA,1092.0,1,2,2,4,0,Gd,TA,6,6,0,Gd,1,1,1,6,300.0,1.0,NG,0,NG,0,0,1152,0,1,Ex,2,300,1,Gd,3,0,14000,4,80.0,3,0,20,3,0.0,3,1,0,8,6,36,8,6,2,0,NPool,1,1,3,158500.0,8,0,1,6,1092.0,0,0,1950,2004,2009
300,1336,0,0,1,2,1,TA,2,841.0,0.0,1,6,1.0,0.0,TA,324.0,1,2,2,4,0,TA,TA,8,8,4,Gd,2,1,1,6,375.0,1.0,NG,0,NG,0,0,1336,0,1,TA,2,301,1,TA,3,0,15750,0,90.0,3,0,190,3,56.0,1,1,0,6,6,0,5,5,2,0,NPool,1,3,4,157000.0,8,0,1,5,1165.0,0,0,1953,1953,2006
301,1210,1242,0,1,4,0,TA,3,281.0,0.0,2,6,0.0,0.0,Gd,747.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,683.0,2.0,NG,0,NG,0,0,2452,1,1,Ex,5,302,1,Gd,3,0,16226,4,66.0,2,0,60,3,0.0,3,1,0,5,5,50,5,8,2,0,NPool,1,1,4,267000.0,8,0,1,9,1028.0,0,208,1998,1999,2007
302,1541,0,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,1541.0,1,2,2,4,0,TA,Gd,12,13,4,TA,1,2,2,6,843.0,3.0,NG,0,NG,0,0,1541,0,1,Ex,2,303,1,Gd,3,0,13704,0,118.0,0,0,20,3,150.0,1,1,0,1,5,81,5,7,2,0,NPool,1,1,4,205000.0,8,0,1,6,1541.0,0,468,2001,2002,2006
303,894,0,0,1,3,0,TA,3,894.0,0.0,0,6,1.0,0.0,TA,0.0,1,2,2,4,0,TA,TA,12,13,1,NFQu,0,2,1,6,552.0,2.0,NG,0,NG,0,0,894,0,1,TA,2,304,1,TA,3,0,9800,0,70.0,3,0,20,3,0.0,3,1,0,7,5,0,7,5,2,0,NPool,1,1,0,149900.0,8,0,1,5,894.0,0,256,1972,1972,2006
304,1675,1818,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,1470.0,1,2,2,4,0,TA,TA,5,5,4,Ex,1,0,3,6,870.0,3.0,NG,0,NG,0,0,3493,0,1,Ex,3,305,1,Gd,3,0,18386,4,87.0,3,0,75,4,0.0,3,1,0,5,17,0,9,7,2,0,NPool,1,1,4,295000.0,8,0,1,10,1470.0,0,302,1880,2002,2008
305,2000,0,0,1,3,0,TA,3,1464.0,0.0,2,6,1.0,0.0,Gd,536.0,1,2,2,4,0,TA,Gd,5,5,4,NFQu,0,2,2,6,888.0,3.0,NG,0,NG,0,0,2000,0,1,Ex,2,306,1,Gd,3,0,10386,4,80.0,3,0,20,3,246.0,4,1,0,7,5,0,5,8,2,0,NPool,1,1,4,305900.0,8,0,1,8,2000.0,0,168,2004,2005,2007
306,1122,1121,0,1,4,0,TA,3,700.0,0.0,0,6,1.0,0.0,Gd,0.0,1,1,2,4,224,TA,Gd,6,10,4,TA,1,1,2,6,746.0,3.0,NG,0,NG,0,0,2243,1,1,Gd,5,307,1,Gd,3,0,13474,4,116.0,3,0,60,3,246.0,1,1,0,6,20,44,5,7,2,0,NPool,1,1,4,225000.0,8,0,1,8,700.0,0,127,1990,1991,2007
307,1035,371,0,0,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,319.0,1,0,2,0,0,Fa,TA,8,8,2,NFQu,0,1,1,6,0.0,0.0,NG,0,NG,0,0,1406,0,1,TA,0,308,1,Fa,3,0,7920,4,68.0,0,0,50,4,0.0,3,1,0,3,9,144,7,6,0,0,NPool,1,1,4,89500.0,8,0,1,6,319.0,0,0,1920,1950,2008
308,861,0,0,1,1,0,TA,3,262.0,0.0,1,6,0.0,0.0,TA,599.0,1,2,2,4,0,TA,TA,12,13,4,NFQu,0,1,1,6,539.0,2.0,NG,0,NG,0,0,861,0,1,Ex,2,309,1,TA,3,0,12342,4,68.0,0,0,30,3,0.0,3,1,0,3,7,0,5,4,2,0,NPool,1,1,4,82500.0,8,0,1,4,861.0,0,158,1940,1950,2009
309,1944,0,0,1,3,0,TA,1,1274.0,0.0,2,6,1.0,0.0,Ex,622.0,1,2,2,4,0,TA,Gd,12,13,4,Ex,3,2,2,6,708.0,3.0,NG,0,NG,0,0,1944,0,1,Ex,2,310,1,Ex,3,0,12378,4,90.0,0,0,20,3,0.0,3,1,0,11,16,175,5,9,2,0,NPool,1,1,4,360000.0,8,0,1,8,1896.0,0,208,2003,2004,2006
310,697,804,0,1,3,0,TA,3,518.0,0.0,0,6,0.0,0.0,Gd,179.0,1,2,2,4,0,TA,TA,6,6,4,TA,1,2,2,6,420.0,2.0,NG,0,NG,0,0,1501,1,1,Gd,5,311,1,Gd,3,0,7685,4,68.0,0,0,60,3,112.0,1,1,0,5,8,63,5,6,2,0,NPool,1,1,4,165600.0,8,0,1,6,697.0,0,190,1993,1994,2006
311,972,0,0,1,2,0,TA,3,680.0,0.0,0,6,1.0,0.0,TA,292.0,1,2,2,4,0,Gd,TA,12,13,4,Gd,1,1,1,6,240.0,1.0,NG,0,NG,0,0,972,0,1,Ex,2,312,1,TA,3,0,8000,4,50.0,3,0,20,3,0.0,3,1,0,5,12,0,6,6,2,0,NPool,1,1,4,132000.0,8,0,1,5,972.0,0,0,1948,2002,2009
312,793,325,0,1,3,1,TA,2,507.0,0.0,5,6,1.0,0.0,Gd,286.0,1,0,2,4,0,TA,TA,8,8,2,Gd,1,1,1,6,410.0,2.0,NG,0,NG,0,0,1118,0,1,TA,0,313,1,TA,3,0,7800,4,65.0,3,0,190,4,0.0,3,1,0,5,17,0,7,5,2,0,NPool,1,1,4,119900.0,8,271,1,5,793.0,0,0,1939,1950,2006
313,2036,0,0,1,3,0,TA,1,1236.0,820.0,0,5,2.0,0.0,Gd,80.0,1,2,2,4,0,TA,TA,3,3,4,Gd,2,1,2,6,513.0,2.0,NG,0,NG,0,0,2036,0,2,TA,2,314,1,TA,2,2,215245,4,150.0,2,0,20,3,0.0,3,1,0,6,23,0,5,7,2,0,NPool,1,3,4,375000.0,8,0,1,8,2136.0,0,0,1965,1965,2009
314,832,809,0,0,3,0,Gd,3,16.0,0.0,3,6,0.0,1.0,TA,712.0,1,2,2,4,234,TA,TA,13,14,4,Gd,1,0,1,6,546.0,2.0,NG,0,NG,0,0,1641,1,1,Ex,5,315,1,Ex,3,0,9600,4,60.0,3,0,70,4,0.0,3,1,0,8,17,0,7,7,2,0,NPool,1,1,4,178000.0,8,0,1,6,728.0,0,0,1925,1990,2006
315,716,716,0,1,3,0,TA,3,425.0,0.0,2,6,1.0,0.0,Gd,291.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,432.0,2.0,NG,0,NG,0,0,1432,1,1,Ex,5,316,1,Gd,3,0,7795,4,71.0,0,0,60,3,0.0,3,1,0,7,8,51,5,7,2,0,NPool,1,1,4,188500.0,8,0,1,6,716.0,0,100,2004,2005,2009
316,1153,1200,0,1,4,0,TA,3,692.0,0.0,2,6,1.0,0.0,Gd,153.0,1,2,2,4,0,TA,Gd,5,5,0,TA,1,1,2,6,484.0,2.0,NG,0,NG,0,0,2353,1,1,TA,5,317,1,Ex,3,0,13005,0,94.0,0,0,60,3,278.0,1,1,0,8,14,195,7,7,2,0,NPool,1,1,4,260000.0,8,0,1,10,845.0,0,288,1980,1980,2009
317,1088,871,0,1,3,0,TA,0,0.0,0.0,6,6,0.0,0.0,Gd,1088.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,1025.0,3.0,NG,0,NG,0,0,1959,1,1,Ex,5,318,1,Gd,3,0,9000,4,75.0,3,0,60,1,0.0,3,1,0,12,21,46,5,8,2,0,NPool,1,1,4,270000.0,8,0,1,8,1088.0,0,208,2006,2006,2007
318,1372,1274,0,1,4,0,TA,1,987.0,0.0,2,6,1.0,0.0,Gd,360.0,1,2,2,4,144,TA,Gd,6,6,4,TA,1,2,2,6,656.0,3.0,NG,0,NG,0,0,2646,1,1,Ex,5,319,1,Gd,2,1,9900,4,90.0,3,0,60,3,256.0,1,1,0,4,15,60,5,7,2,0,NPool,1,1,4,260000.0,8,0,1,9,1347.0,0,340,1993,1993,2009
319,1472,0,0,1,3,0,TA,0,1036.0,0.0,2,6,1.0,0.0,Gd,336.0,1,2,2,4,0,TA,TA,9,10,4,TA,2,1,2,6,588.0,2.0,NG,0,NG,0,0,1472,0,1,TA,7,320,1,TA,3,0,14115,4,68.0,3,0,80,3,225.0,1,1,0,6,14,48,5,7,2,0,NPool,1,1,4,187500.0,8,0,1,6,1372.0,0,233,1980,1980,2009
320,1249,1347,0,1,4,0,Gd,0,0.0,0.0,6,6,0.0,0.0,Ex,1249.0,1,2,2,4,0,TA,TA,12,13,4,NFQu,0,2,3,6,840.0,3.0,NG,0,NG,0,0,2596,1,1,Ex,5,321,1,Gd,3,0,16259,0,111.0,3,0,60,3,370.0,4,1,0,9,16,154,5,9,2,0,NPool,1,1,5,342643.0,6,0,1,9,1249.0,0,240,2006,2006,2006
321,1136,1332,0,1,4,0,TA,0,970.0,0.0,2,6,1.0,0.0,Ex,166.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,872.0,3.0,NG,0,NG,0,0,2468,1,1,Ex,5,322,1,Gd,3,0,12099,4,99.0,0,0,60,3,388.0,1,1,0,6,16,154,5,8,2,0,NPool,1,1,4,354000.0,8,0,1,10,1136.0,0,184,2004,2004,2007
322,1553,1177,0,1,4,0,TA,1,28.0,1474.0,3,0,1.0,0.0,TA,0.0,1,2,2,4,0,TA,Gd,9,10,2,TA,1,1,2,6,576.0,2.0,NG,0,NG,0,0,2730,1,1,Ex,5,323,1,Gd,3,0,10380,4,86.0,0,0,60,3,172.0,1,1,0,8,20,96,5,7,2,0,NPool,1,1,4,301000.0,8,0,1,8,1502.0,0,201,1986,1987,2007
323,1163,0,0,1,3,0,TA,3,256.0,0.0,0,6,1.0,0.0,TA,906.0,1,2,2,4,0,Gd,TA,12,13,4,NFQu,0,1,1,6,220.0,1.0,NG,0,NG,0,0,1163,0,1,Ex,2,324,1,TA,3,0,5820,4,49.0,3,0,20,4,0.0,3,1,0,7,17,98,8,3,2,0,NPool,1,1,4,126175.0,8,0,1,6,1162.0,0,142,1955,2005,2006
324,1898,1080,0,1,5,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,710.0,1,4,2,4,0,Gd,Gd,13,14,4,Gd,1,1,2,6,564.0,2.0,NG,0,NG,0,0,2978,1,1,Ex,7,325,1,Gd,3,0,11275,0,96.0,3,0,80,3,300.0,1,1,0,6,12,0,7,7,2,0,NPool,6,4,4,242000.0,8,0,1,11,710.0,0,240,1967,2007,2010
325,803,0,0,1,2,0,TA,0,116.0,0.0,1,6,0.0,0.0,TA,604.0,0,5,2,1,244,TA,TA,8,8,4,NFQu,0,1,1,6,360.0,2.0,NG,0,NG,0,0,803,0,1,Po,1,326,1,TA,3,0,5000,4,50.0,3,0,45,4,0.0,3,1,0,12,9,0,6,5,2,0,NPool,1,1,4,87000.0,8,0,1,5,720.0,0,0,1941,1950,2007
326,1719,0,0,1,1,4,TA,1,1619.0,0.0,2,6,2.0,0.0,Gd,100.0,1,2,2,4,0,TA,Gd,3,3,4,Gd,2,2,1,6,473.0,2.0,NG,0,NG,0,0,1719,1,1,Ex,2,327,1,Gd,3,0,10846,1,32.0,0,0,120,3,0.0,3,1,0,5,24,30,5,8,2,0,NPool,1,1,4,324000.0,2,0,1,6,1719.0,0,122,1993,1993,2008
327,1383,0,0,1,3,0,TA,3,565.0,0.0,5,6,0.0,0.0,TA,818.0,1,2,2,4,0,TA,TA,13,14,4,NFQu,0,1,1,6,292.0,1.0,NG,0,NG,0,0,1383,1,1,TA,2,328,1,TA,3,0,11600,4,80.0,3,0,20,3,175.0,1,1,0,4,12,45,5,6,2,0,NPool,1,3,4,145250.0,8,0,1,7,1383.0,0,0,1960,1960,2006
328,1445,689,0,2,5,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,844.0,0,4,2,0,268,TA,TA,13,15,4,NFQu,0,0,2,6,441.0,2.0,NG,0,NG,0,0,2134,0,1,Gd,4,329,1,Gd,0,0,11888,4,68.0,0,0,75,3,0.0,3,1,0,7,3,60,6,6,2,0,NPool,1,1,4,214500.0,8,0,1,10,844.0,0,0,1916,1994,2009
329,596,596,0,1,3,0,TA,2,0.0,0.0,6,6,0.0,0.0,TA,596.0,0,2,2,4,137,TA,TA,13,15,1,NFQu,0,2,1,6,189.0,1.0,NG,0,NG,0,0,1192,0,1,TA,5,330,1,TA,3,0,6402,0,60.0,3,0,70,4,0.0,3,1,0,7,9,0,5,5,0,0,NPool,1,1,4,78000.0,8,0,1,6,596.0,0,0,1920,1950,2009
330,1728,0,0,1,6,2,TA,3,40.0,264.0,2,5,0.0,1.0,TA,1424.0,1,2,2,4,0,TA,TA,6,6,4,NFQu,0,1,2,6,352.0,1.0,NG,0,NG,0,0,1728,0,1,TA,2,331,2,TA,3,0,10624,4,68.0,0,0,90,3,84.0,1,1,0,11,12,0,4,5,2,0,NPool,1,1,4,119000.0,8,0,1,10,1728.0,0,155,1964,1964,2007
331,1056,0,0,1,3,0,TA,3,846.0,0.0,5,6,1.0,0.0,TA,210.0,1,2,2,4,0,TA,TA,13,14,4,NFQu,0,1,1,6,308.0,1.0,NG,0,NG,0,0,1056,0,1,Fa,2,332,1,TA,3,0,8176,4,70.0,3,0,20,3,0.0,3,1,0,8,12,0,6,5,2,0,NPool,1,1,4,139000.0,8,0,1,6,1056.0,0,0,1958,1992,2007
332,1629,0,0,1,3,0,TA,3,1124.0,479.0,2,0,1.0,0.0,Gd,1603.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,880.0,3.0,NG,0,NG,0,0,1629,0,1,Ex,2,333,1,Gd,3,0,10655,4,85.0,0,0,20,3,296.0,1,1,0,10,16,0,5,8,2,0,NPool,1,1,4,284000.0,8,0,1,7,3206.0,0,0,2003,2004,2009
333,1358,0,0,1,2,4,TA,0,720.0,0.0,2,6,1.0,0.0,Gd,638.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,484.0,2.0,NG,0,NG,0,0,1358,0,1,Ex,2,334,1,Gd,3,0,8198,3,59.0,3,0,120,4,146.0,4,1,0,7,16,30,5,7,2,0,NPool,1,1,4,207000.0,8,0,1,6,1358.0,0,192,2004,2004,2008
334,943,695,0,1,3,0,TA,1,828.0,0.0,2,6,1.0,0.0,Gd,115.0,1,2,2,4,0,TA,TA,12,13,4,TA,2,2,2,6,472.0,2.0,NG,0,NG,0,0,1638,1,1,Gd,5,335,1,TA,3,0,9042,4,59.0,0,0,60,3,0.0,3,1,0,7,8,38,5,6,2,0,NPool,1,1,4,192000.0,8,0,1,7,943.0,0,100,1998,1998,2008
335,1619,167,0,1,3,1,TA,1,1249.0,147.0,0,1,2.0,0.0,TA,103.0,1,2,2,4,0,TA,TA,9,10,4,Gd,2,1,2,6,529.0,2.0,NG,0,NG,0,0,1786,0,1,Ex,0,336,1,TA,1,2,164660,0,68.0,0,0,190,3,0.0,3,3,700,8,23,0,6,5,2,0,NPool,1,1,4,228950.0,8,0,0,7,1499.0,0,670,1965,1965,2008
336,1922,0,0,1,3,0,TA,1,1249.0,0.0,2,6,1.0,0.0,Ex,673.0,1,2,2,4,0,TA,Gd,12,13,4,Gd,1,2,2,6,676.0,3.0,NG,0,NG,0,0,1922,0,1,Ex,2,337,1,Gd,1,0,14157,0,86.0,0,0,20,3,200.0,4,1,0,7,22,51,5,9,2,0,NPool,1,3,4,377426.0,8,0,1,8,1922.0,0,178,2005,2006,2007
337,1536,0,0,1,3,0,TA,0,810.0,0.0,2,6,1.0,0.0,Gd,726.0,1,2,2,4,0,TA,Gd,12,13,4,NFQu,0,2,2,6,532.0,2.0,NG,0,NG,0,0,1536,0,1,Ex,2,338,1,Gd,3,0,9135,4,70.0,3,0,20,3,113.0,1,1,0,12,5,74,5,7,2,0,NPool,1,1,4,214000.0,8,0,1,7,1536.0,0,192,2002,2003,2008
338,1621,0,0,1,3,0,TA,2,213.0,0.0,0,6,1.0,0.0,Gd,995.0,1,2,2,4,0,TA,Gd,13,14,4,NFQu,0,1,2,6,440.0,2.0,NG,0,NG,0,0,1621,0,1,Ex,2,339,1,Gd,3,0,14145,0,91.0,3,0,20,3,0.0,3,3,400,5,14,45,7,7,2,0,NPool,1,1,4,202500.0,8,0,1,8,1208.0,0,108,1984,1998,2006
339,1215,0,0,1,3,0,Fa,3,585.0,0.0,5,6,0.0,0.0,TA,630.0,1,1,2,0,0,TA,TA,13,14,4,NFQu,0,1,1,6,297.0,1.0,NG,0,NG,0,0,1215,0,1,TA,2,340,1,TA,3,0,12400,4,66.0,0,0,20,3,176.0,1,1,0,6,12,0,7,6,2,0,NPool,1,3,4,155000.0,8,234,1,6,1215.0,0,0,1958,1998,2009
340,993,915,0,1,4,0,TA,3,0.0,0.0,6,6,0.0,0.0,Gd,967.0,1,2,2,4,0,TA,Gd,12,13,4,NFQu,0,2,2,6,431.0,2.0,NG,0,NG,0,0,1908,1,1,Ex,5,341,1,Gd,3,0,14191,4,85.0,3,0,60,3,0.0,3,1,0,4,23,0,5,8,2,0,NPool,1,1,4,202900.0,8,0,1,9,967.0,0,135,2002,2002,2010
341,841,0,0,1,2,0,Fa,3,0.0,0.0,6,6,0.0,0.0,TA,721.0,1,1,2,4,24,Fa,Fa,13,0,4,NFQu,0,1,1,6,294.0,1.0,NG,0,NG,0,0,841,0,1,Gd,2,342,1,TA,3,0,8400,4,60.0,3,0,20,2,0.0,3,1,0,9,20,0,4,4,0,0,NPool,1,1,4,82000.0,8,0,1,4,721.0,0,250,1950,1950,2009
342,1040,0,0,1,2,2,NoBsmt,4,0.0,0.0,4,4,0.0,0.0,NoBsmt,0.0,0,2,2,0,0,TA,TA,11,12,4,NFQu,0,3,2,6,400.0,2.0,NG,0,NG,0,0,1040,0,5,Fa,2,343,2,TA,3,0,8544,4,68.0,3,0,90,3,340.0,1,1,0,5,12,0,4,3,2,0,NPool,1,1,4,87500.0,8,0,1,6,0.0,0,0,1949,1950,2006
343,1684,0,0,1,2,4,TA,3,28.0,0.0,2,6,0.0,0.0,Ex,1656.0,1,2,2,4,0,TA,Ex,8,8,4,Ex,1,2,2,6,564.0,2.0,NG,0,NG,0,0,1684,0,1,Ex,2,344,1,Ex,3,0,8849,4,63.0,0,0,120,3,616.0,1,1,0,7,16,72,5,9,2,0,NPool,1,3,4,266000.0,8,0,1,6,1684.0,0,495,2005,2005,2008
344,536,576,0,1,3,4,TA,3,129.0,232.0,5,1,0.0,0.0,Gd,175.0,1,2,2,4,0,TA,TA,5,5,4,NFQu,0,1,1,6,336.0,1.0,NG,0,NG,0,0,1112,1,1,TA,5,345,1,TA,3,0,2592,4,36.0,3,0,160,4,0.0,3,1,0,4,10,0,3,5,2,0,NPool,1,1,4,85000.0,8,0,1,4,536.0,0,182,1976,1976,2010
345,972,605,0,1,3,0,TA,3,0.0,0.0,6,6,0.0,0.0,TA,972.0,1,6,2,4,0,TA,TA,8,8,4,Gd,1,0,1,6,312.0,1.0,NG,0,NG,0,0,1577,0,1,Gd,0,346,1,Fa,3,0,6435,4,65.0,3,0,50,3,0.0,3,1,0,10,3,0,5,6,2,0,NPool,1,1,4,140200.0,8,0,1,6,972.0,0,0,1939,1950,2006
346,958,0,0,1,2,0,TA,2,498.0,0.0,1,6,0.0,0.0,TA,460.0,1,2,2,4,0,Gd,TA,8,8,4,NFQu,0,1,1,6,301.0,1.0,NG,0,NG,0,0,958,0,1,TA,2,347,1,TA,3,0,12772,1,68.0,0,0,20,3,0.0,3,0,15500,4,12,0,8,6,2,0,NPool,1,3,4,151500.0,8,0,1,5,958.0,0,0,1960,1998,2007
347,1478,0,0,1,3,0,TA,3,1270.0,0.0,1,6,1.0,0.0,TA,208.0,1,2,2,0,0,TA,TA,13,14,4,Gd,2,1,2,6,498.0,2.0,NG,0,NG,0,0,1478,0,1,Ex,2,348,1,TA,3,0,17600,4,68.0,0,0,20,3,30.0,1,1,0,12,12,40,5,6,2,0,NPool,1,1,4,157500.0,8,0,1,6,1478.0,0,0,1960,1960,2009
348,764,862,0,1,2,3,TA,3,573.0,0.0,2,6,1.0,0.0,Gd,191.0,1,2,2,4,0,TA,Gd,12,15,4,NFQu,0,2,2,6,474.0,2.0,NG,0,NG,0,0,1626,1,1,Ex,5,349,1,Gd,3,0,2448,4,36.0,3,0,160,3,106.0,4,1,0,10,16,27,5,7,2,0,NPool,1,1,4,154000.0,8,0,1,6,764.0,0,0,2003,2004,2008
