,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
277,278,20,5,140.0,19138,2,,4,4,2,4,3,20,9,8,5,8,4,5,1951,1951,6,8,15,16,4.0,0.0,4,5,5,4.0,4.0,4.0,1.0,120,6.0,0,744,864,6,5,2,5.0,864,0,0,864,0,0,1,0,2,1,4,4,7,0,,5.0,1951.0,3.0,2,400,5.0,5.0,3,0,0,0,0,0,0,,,,0,6,2010,9,6,141000
278,279,20,5,107.0,14450,2,,4,4,2,5,3,19,9,8,5,8,9,5,2006,2007,6,8,10,11,3.0,315.0,2,5,6,2.0,4.0,2.0,6.0,0,6.0,0,2121,2121,6,5,2,5.0,2121,0,0,2121,0,0,2,1,3,1,2,8,7,1,2.0,6.0,2007.0,1.0,3,732,5.0,5.0,3,124,98,0,0,142,0,,,,0,5,2007,8,5,415298
279,280,60,5,83.0,10005,2,,4,4,2,5,3,9,9,8,5,7,7,5,1977,1977,5,8,11,12,3.0,299.0,4,5,5,3.0,4.0,4.0,3.0,392,6.0,0,768,1160,6,5,2,5.0,1156,866,0,2022,0,0,2,1,4,1,4,8,7,1,4.0,6.0,1977.0,1.0,2,505,5.0,5.0,3,288,117,0,0,0,0,,,,0,3,2008,9,6,192000
280,281,60,5,82.0,11287,2,,4,4,2,5,3,16,9,8,5,7,7,6,1989,1989,6,8,11,12,3.0,340.0,3,5,5,3.0,4.0,3.0,5.0,421,6.0,0,386,807,6,3,2,5.0,1175,807,0,1982,0,0,2,1,3,1,3,7,7,1,4.0,6.0,1989.0,1.0,2,575,5.0,5.0,3,0,84,0,196,0,0,,,,0,1,2007,9,6,228500
281,282,20,3,60.0,7200,2,1.0,4,4,2,5,3,21,9,8,5,8,6,5,2006,2006,6,8,15,16,2.0,68.0,3,5,6,3.0,4.0,4.0,5.0,905,6.0,0,357,1262,6,3,2,5.0,1262,0,0,1262,0,0,2,0,2,1,3,5,7,0,,6.0,2006.0,1.0,2,572,5.0,5.0,3,0,120,0,0,0,0,,,,0,5,2006,8,5,185000
282,283,120,5,34.0,5063,2,,4,4,2,5,3,19,9,8,2,8,7,5,2007,2008,6,8,15,16,2.0,166.0,3,5,6,3.0,4.0,4.0,5.0,904,6.0,0,410,1314,6,5,2,5.0,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,5.0,6.0,2008.0,2.0,2,626,5.0,5.0,3,172,62,0,0,0,0,,,,0,4,2009,4,6,207500
283,284,20,5,74.0,9612,2,,4,4,2,5,3,21,8,8,5,8,8,5,2008,2009,6,8,15,16,2.0,72.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,1468,1468,6,5,2,5.0,1468,0,0,1468,0,0,2,0,3,1,3,6,7,1,5.0,6.0,2008.0,1.0,3,898,5.0,5.0,3,210,150,0,0,0,0,,,,0,12,2009,8,5,244600
284,285,120,5,50.0,8012,2,,4,4,2,5,3,16,9,8,4,8,6,5,1992,1992,6,8,11,6,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,430,6.0,0,1145,1575,6,3,2,5.0,1575,0,0,1575,1,0,2,0,2,1,3,5,7,0,,6.0,1992.0,2.0,2,529,5.0,5.0,3,0,0,52,0,0,0,,,,0,7,2007,9,6,179200
285,286,160,3,35.0,4251,2,1.0,3,4,2,5,3,21,9,8,4,7,7,5,2006,2007,6,8,13,15,4.0,0.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,625,625,6,5,2,5.0,625,625,0,1250,0,0,2,1,2,1,3,5,7,0,,5.0,2006.0,2.0,2,528,5.0,5.0,3,0,54,0,0,0,0,,,,0,6,2007,8,5,164700
286,287,50,5,77.0,9786,2,,3,3,2,5,3,25,9,8,5,6,6,7,1962,1981,6,8,12,13,4.0,0.0,4,5,5,4.0,4.0,4.0,2.0,600,6.0,0,312,912,6,4,2,5.0,1085,649,0,1734,0,0,1,1,3,1,3,7,7,1,5.0,6.0,1962.0,2.0,2,440,5.0,5.0,3,0,0,0,0,128,0,,GdPrv,,0,6,2006,9,6,159000
287,288,20,5,,8125,2,,3,4,2,4,3,25,9,8,5,8,4,4,1971,1971,6,8,14,14,4.0,0.0,4,5,5,4.0,4.0,4.0,3.0,614,6.0,0,244,858,6,4,2,5.0,858,0,0,858,0,0,1,0,3,1,4,5,7,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,6,2006,9,6,88000
288,289,20,5,,9819,2,,3,4,2,5,3,18,9,8,5,8,5,5,1967,1967,6,8,13,15,3.0,31.0,4,4,5,4.0,4.0,4.0,3.0,450,6.0,0,432,882,6,4,2,5.0,900,0,0,900,0,0,1,0,3,1,4,5,7,0,,5.0,1970.0,3.0,1,280,5.0,5.0,3,0,0,0,0,0,0,,MnPrv,,0,2,2010,9,6,122000
289,290,70,5,60.0,8730,2,,4,4,2,5,3,15,6,8,5,7,6,7,1915,2003,6,8,12,13,4.0,0.0,4,5,4,4.0,4.0,4.0,6.0,0,6.0,0,698,698,6,5,2,4.0,698,698,0,1396,0,0,1,0,3,1,4,7,7,0,,5.0,2003.0,3.0,1,384,5.0,5.0,3,0,0,0,0,259,0,,,,0,7,2007,9,6,153575
290,291,60,5,120.0,15611,2,,4,4,2,5,3,24,9,8,5,7,8,5,2006,2006,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,3.0,6.0,0,6.0,0,1079,1079,6,5,2,5.0,1079,840,0,1919,0,0,2,1,3,1,3,8,7,1,5.0,6.0,2006.0,2.0,2,685,3.0,5.0,3,0,51,0,0,0,0,,,,0,7,2006,8,5,233230
291,292,190,5,55.0,5687,2,2.0,4,3,2,5,3,8,9,8,1,7,5,6,1912,2000,6,8,15,16,4.0,0.0,4,3,6,4.0,2.0,4.0,2.0,210,6.0,0,570,780,6,5,1,5.0,936,780,0,1716,1,0,2,0,6,1,1,9,7,0,,,,,0,0,,,2,0,184,0,0,0,0,,,,0,3,2008,9,6,135900
292,293,50,5,60.0,11409,2,,4,4,2,5,3,22,9,8,5,6,5,4,1949,2008,6,8,12,13,4.0,0.0,4,5,5,4.0,4.0,4.0,1.0,292,6.0,0,476,768,6,3,2,5.0,1148,568,0,1716,0,0,1,1,3,1,4,8,6,1,5.0,6.0,1949.0,3.0,1,281,5.0,5.0,3,0,0,0,0,160,0,,,,0,1,2009,9,6,131000
293,294,60,5,,16659,2,,3,4,2,4,3,17,3,8,5,7,7,7,1977,1994,6,8,11,12,3.0,34.0,4,5,5,4.0,4.0,4.0,4.0,795,6.0,0,0,795,6,2,2,5.0,1468,795,0,2263,1,0,2,1,3,1,3,9,7,1,4.0,6.0,1977.0,1.0,2,539,5.0,5.0,3,0,250,0,0,0,0,,,,0,3,2006,9,6,235000
294,295,20,5,80.0,9600,2,,4,4,2,5,3,25,9,8,5,8,6,5,1953,1953,5,8,14,14,2.0,238.0,4,5,5,4.0,4.0,4.0,5.0,1285,6.0,0,131,1416,6,4,2,5.0,1644,0,0,1644,1,0,1,0,3,1,4,7,7,2,5.0,6.0,1953.0,1.0,2,418,5.0,5.0,3,110,0,0,0,0,0,,,,0,10,2009,9,6,167000
295,296,80,5,37.0,7937,2,,3,4,2,3,3,13,9,8,5,5,6,6,1984,1984,6,8,14,14,4.0,0.0,4,5,5,4.0,4.0,3.0,5.0,819,6.0,0,184,1003,6,4,2,5.0,1003,0,0,1003,1,0,1,0,3,1,4,6,7,0,,5.0,1984.0,3.0,2,588,5.0,5.0,3,120,0,0,0,0,0,,GdPrv,,0,3,2006,9,6,142500
296,297,50,4,75.0,13710,2,,4,4,2,5,3,10,9,8,5,6,5,5,1950,1950,6,8,12,13,4.0,0.0,4,5,5,4.0,4.0,4.0,3.0,420,6.0,0,490,910,6,4,2,4.0,910,648,0,1558,0,0,1,1,4,1,4,6,7,0,,6.0,1950.0,3.0,1,282,5.0,5.0,3,289,0,0,0,0,0,,MnPrv,,0,6,2007,9,6,152000
297,298,60,3,66.0,7399,2,1.0,3,4,2,5,3,21,9,8,5,7,7,5,1997,1998,5,8,15,16,3.0,1600.0,3,5,6,3.0,4.0,4.0,3.0,649,6.0,0,326,975,6,5,2,5.0,975,975,0,1950,0,0,2,1,3,1,3,7,7,1,4.0,5.0,1997.0,2.0,2,576,5.0,5.0,3,0,10,0,0,198,0,,,,0,6,2007,9,6,239000
298,299,60,5,90.0,11700,2,,4,4,2,5,3,17,9,8,5,7,6,6,1968,1968,2,8,14,3,3.0,365.0,3,5,5,4.0,4.0,4.0,4.0,384,5.0,175,143,702,6,3,2,5.0,1041,702,0,1743,0,1,1,2,3,1,4,7,7,1,5.0,6.0,1968.0,3.0,2,539,5.0,5.0,3,224,0,0,0,0,0,,,,0,6,2007,9,6,175000
299,300,20,5,80.0,14000,2,,4,4,2,5,3,14,9,8,5,8,6,8,1950,2004,6,8,14,14,4.0,0.0,4,4,5,4.0,4.0,4.0,6.0,0,6.0,0,1092,1092,6,5,2,5.0,1152,0,0,1152,0,1,1,0,3,1,3,6,7,1,5.0,6.0,1950.0,3.0,1,300,5.0,5.0,3,0,36,0,0,0,0,,GdPrv,,0,8,2009,9,3,158500
300,301,190,5,90.0,15750,2,,4,4,2,4,3,14,9,8,1,8,5,5,1953,1953,5,8,13,15,3.0,56.0,4,5,5,4.0,4.0,1.0,3.0,841,6.0,0,324,1165,6,4,2,5.0,1336,0,0,1336,1,0,1,0,2,1,4,5,7,2,5.0,6.0,1953.0,3.0,1,375,5.0,5.0,3,0,0,0,0,0,0,,,,0,6,2006,9,6,157000
301,302,60,5,66.0,16226,2,,1,4,2,5,3,24,9,8,5,7,8,5,1998,1999,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,281,6.0,0,747,1028,6,5,2,5.0,1210,1242,0,2452,0,0,2,1,4,1,3,9,7,1,4.0,4.0,1998.0,1.0,2,683,5.0,5.0,3,208,50,0,0,0,0,,,,0,5,2007,9,6,267000
302,303,20,5,118.0,13704,2,,3,4,2,4,3,24,9,8,5,8,7,5,2001,2002,6,8,15,16,3.0,150.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,1541,1541,6,5,2,5.0,1541,0,0,1541,0,0,2,0,3,1,3,6,7,1,4.0,6.0,2001.0,2.0,3,843,5.0,5.0,3,468,81,0,0,0,0,,,,0,1,2006,9,6,205000
303,304,20,5,70.0,9800,2,,4,4,2,4,3,24,9,8,5,8,5,7,1972,1972,6,8,15,16,4.0,0.0,4,5,6,4.0,4.0,4.0,4.0,894,6.0,0,0,894,6,4,2,5.0,894,0,0,894,1,0,1,0,3,1,4,5,7,0,,6.0,1975.0,3.0,2,552,5.0,5.0,3,256,0,0,0,0,0,,GdWo,,0,7,2006,9,4,149900
304,305,75,4,87.0,18386,2,,4,4,2,5,3,23,9,8,5,1,7,9,1880,2002,6,8,10,11,4.0,0.0,4,5,4,4.0,4.0,4.0,6.0,0,6.0,0,1470,1470,6,5,2,5.0,1675,1818,0,3493,0,0,3,0,3,1,3,10,7,1,2.0,6.0,2003.0,3.0,3,870,5.0,5.0,3,302,0,0,0,0,0,,,,0,5,2008,9,6,295000
305,306,20,5,80.0,10386,2,,4,4,2,5,3,24,9,8,5,8,8,5,2004,2005,6,8,10,11,2.0,246.0,3,5,6,3.0,4.0,4.0,5.0,1464,6.0,0,536,2000,6,5,2,5.0,2000,0,0,2000,1,0,2,0,3,1,3,8,7,0,,6.0,2004.0,1.0,3,888,5.0,5.0,3,168,0,0,0,0,0,,,,0,7,2007,9,6,305900
306,307,60,5,116.0,13474,2,,4,4,2,5,3,16,8,8,5,7,7,5,1990,1991,6,8,14,12,3.0,246.0,3,5,5,3.0,4.0,4.0,4.0,700,6.0,0,0,700,6,3,2,5.0,1122,1121,0,2243,1,0,2,1,4,1,3,8,7,1,4.0,6.0,1990.0,2.0,3,746,5.0,5.0,3,127,44,224,0,0,0,,,,0,6,2007,9,6,225000
307,308,50,4,,7920,2,2.0,3,4,2,5,3,10,7,8,5,6,6,7,1920,1950,6,8,13,15,4.0,0.0,4,3,5,4.0,4.0,4.0,6.0,0,6.0,0,319,319,6,4,2,4.0,1035,371,0,1406,0,0,1,0,3,1,1,6,7,0,,,,,0,0,,,2,0,144,0,0,0,0,,MnPrv,,0,3,2008,9,6,89500
308,309,30,5,,12342,2,,3,4,2,5,3,22,9,8,5,8,4,5,1940,1950,6,8,15,16,4.0,0.0,4,5,5,4.0,4.0,4.0,3.0,262,6.0,0,599,861,6,5,2,5.0,861,0,0,861,0,0,1,0,1,1,4,4,7,0,,5.0,1961.0,3.0,2,539,5.0,5.0,3,158,0,0,0,0,0,,,,0,3,2009,9,6,82500
309,310,20,5,90.0,12378,2,,3,4,2,5,3,19,9,8,5,8,9,5,2003,2004,6,8,15,16,4.0,0.0,3,5,6,2.0,4.0,2.0,5.0,1274,6.0,0,622,1896,6,5,2,5.0,1944,0,0,1944,1,0,2,0,3,1,2,8,7,3,2.0,6.0,2003.0,1.0,3,708,5.0,5.0,3,208,175,0,0,0,0,,,,0,11,2006,9,6,360000
310,311,60,5,,7685,2,,3,4,2,5,3,20,9,8,5,7,6,5,1993,1994,6,8,14,14,3.0,112.0,4,5,6,3.0,4.0,4.0,4.0,518,6.0,0,179,697,6,3,2,5.0,697,804,0,1501,0,0,2,1,3,1,3,6,7,1,4.0,6.0,1993.0,1.0,2,420,5.0,5.0,3,190,63,0,0,0,0,,,,0,5,2006,9,6,165600
311,312,20,5,50.0,8000,2,,4,4,2,5,3,25,9,8,5,8,6,6,1948,2002,6,8,15,16,4.0,0.0,4,4,5,4.0,4.0,4.0,4.0,680,6.0,0,292,972,6,5,2,5.0,972,0,0,972,1,0,1,0,2,1,4,5,7,1,5.0,5.0,1948.0,3.0,1,240,5.0,5.0,3,0,0,0,0,0,0,,,,0,5,2009,9,6,132000
312,313,190,4,65.0,7800,2,,4,4,2,5,3,23,7,8,1,6,5,7,1939,1950,6,8,13,15,4.0,0.0,4,5,5,3.0,4.0,1.0,2.0,507,6.0,0,286,793,6,4,2,5.0,793,325,0,1118,1,0,1,0,3,1,4,5,7,1,5.0,5.0,1939.0,3.0,2,410,5.0,5.0,3,0,0,0,0,271,0,,MnPrv,,0,5,2006,9,6,119900
313,314,20,5,150.0,215245,2,,1,1,2,5,1,11,9,8,5,8,7,5,1965,1965,5,8,9,8,4.0,0.0,4,5,5,3.0,4.0,2.0,4.0,1236,5.0,820,80,2136,5,4,2,5.0,2036,0,0,2036,2,0,2,0,3,1,4,8,7,2,5.0,6.0,1965.0,2.0,2,513,5.0,5.0,3,0,0,0,0,0,0,,,,0,6,2009,9,6,375000
314,315,70,4,60.0,9600,2,2.0,4,4,2,5,3,23,9,8,5,7,7,7,1925,1990,6,8,12,13,4.0,0.0,4,5,4,4.0,3.0,4.0,1.0,16,6.0,0,712,728,6,5,2,5.0,832,809,0,1641,0,1,1,1,3,1,2,6,7,1,5.0,5.0,1925.0,3.0,2,546,4.0,5.0,3,0,0,234,0,0,0,,,,0,8,2006,9,6,178000
315,316,60,5,71.0,7795,2,,3,4,2,5,3,20,9,8,5,7,7,5,2004,2005,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,5.0,425,6.0,0,291,716,6,5,2,5.0,716,716,0,1432,1,0,2,1,3,1,3,6,7,1,5.0,6.0,2004.0,1.0,2,432,5.0,5.0,3,100,51,0,0,0,0,,,,0,7,2009,9,6,188500
316,317,60,5,94.0,13005,2,,3,4,2,4,3,17,9,8,5,7,7,7,1980,1980,6,8,10,11,3.0,278.0,3,5,5,3.0,4.0,4.0,5.0,692,6.0,0,153,845,6,4,2,5.0,1153,1200,0,2353,1,0,2,1,4,1,2,10,7,1,4.0,6.0,1983.0,2.0,2,484,5.0,5.0,3,288,195,0,0,0,0,,GdPrv,,0,8,2009,9,6,260000
317,318,60,3,75.0,9000,2,,4,4,2,5,3,21,9,8,5,7,8,5,2006,2006,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,3.0,6.0,0,6.0,0,1088,1088,6,5,2,5.0,1088,871,0,1959,0,0,2,1,3,1,3,8,7,1,5.0,6.0,2006.0,2.0,3,1025,5.0,5.0,3,208,46,0,0,0,0,,,,0,12,2007,9,6,270000
318,319,60,5,90.0,9900,2,,4,1,2,5,2,12,9,8,5,7,7,5,1993,1993,6,8,14,14,3.0,256.0,3,5,6,3.0,4.0,2.0,5.0,987,6.0,0,360,1347,6,5,2,5.0,1372,1274,0,2646,1,0,2,1,4,1,3,9,7,1,4.0,6.0,1993.0,2.0,3,656,5.0,5.0,3,340,60,144,0,0,0,,,,0,4,2009,9,6,260000
319,320,80,5,,14115,2,,4,4,2,5,3,17,9,8,5,5,7,5,1980,1980,6,8,11,12,3.0,225.0,4,5,5,3.0,4.0,3.0,5.0,1036,6.0,0,336,1372,6,4,2,5.0,1472,0,0,1472,1,0,2,0,3,1,4,6,7,2,4.0,6.0,1980.0,3.0,2,588,5.0,5.0,3,233,48,0,0,0,0,,,,0,6,2009,9,6,187500
320,321,60,5,111.0,16259,2,,4,4,2,4,3,19,9,8,5,7,9,5,2006,2006,6,8,15,16,2.0,370.0,4,5,6,2.0,3.0,3.0,6.0,0,6.0,0,1249,1249,6,5,2,5.0,1249,1347,0,2596,0,0,3,1,4,1,3,9,7,0,,6.0,2006.0,2.0,3,840,5.0,5.0,3,240,154,0,0,0,0,,,,0,9,2006,8,5,342643
321,322,60,5,99.0,12099,2,,3,4,2,5,3,19,9,8,5,7,8,5,2004,2004,6,8,15,16,3.0,388.0,3,5,6,2.0,4.0,3.0,5.0,970,6.0,0,166,1136,6,5,2,5.0,1136,1332,0,2468,1,0,2,1,4,1,3,10,7,1,5.0,4.0,2004.0,1.0,3,872,5.0,5.0,3,184,154,0,0,0,0,,,,0,6,2007,9,6,354000
322,323,60,5,86.0,10380,2,,3,4,2,5,3,16,9,8,5,7,7,5,1986,1987,6,8,11,12,3.0,172.0,3,5,5,4.0,4.0,2.0,1.0,28,2.0,1474,0,1502,6,5,2,5.0,1553,1177,0,2730,1,0,2,1,4,1,3,8,7,1,4.0,6.0,1987.0,1.0,2,576,5.0,5.0,3,201,96,0,0,0,0,,MnPrv,,0,8,2007,9,6,301000
323,324,20,4,49.0,5820,2,,4,4,2,5,3,23,9,8,5,8,3,8,1955,2005,6,8,15,16,4.0,0.0,4,4,5,4.0,4.0,4.0,4.0,256,6.0,0,906,1162,6,5,2,5.0,1163,0,0,1163,1,0,1,0,3,1,4,6,7,0,,6.0,1955.0,3.0,1,220,4.0,5.0,3,142,98,0,0,0,0,,,,0,7,2006,9,6,126175
324,325,80,5,96.0,11275,2,,4,4,2,4,3,25,5,8,5,5,7,7,1967,2007,2,5,12,13,3.0,300.0,3,4,5,3.0,4.0,4.0,6.0,0,6.0,0,710,710,6,5,2,5.0,1898,1080,0,2978,0,0,2,1,5,1,3,11,7,1,5.0,4.0,1961.0,1.0,2,564,5.0,5.0,3,240,0,0,0,0,0,,,,0,6,2010,9,6,242000
325,326,45,4,50.0,5000,2,,4,4,2,5,3,10,4,8,5,3,5,6,1941,1950,6,8,13,15,4.0,0.0,4,5,5,4.0,4.0,3.0,3.0,116,6.0,0,604,720,6,1,1,3.0,803,0,0,803,0,0,1,0,2,1,4,5,7,0,,5.0,1941.0,3.0,2,360,5.0,5.0,3,0,0,244,0,0,0,,,,0,12,2007,9,6,87000
326,327,120,5,32.0,10846,2,,3,4,2,3,3,3,9,8,4,8,8,5,1993,1993,6,8,9,8,4.0,0.0,3,5,6,3.0,4.0,2.0,5.0,1619,6.0,0,100,1719,6,5,2,5.0,1719,0,0,1719,2,0,1,1,1,1,3,6,7,2,5.0,6.0,1993.0,1.0,2,473,5.0,5.0,3,122,30,0,0,0,0,,,,0,5,2008,1,6,324000
327,328,20,5,80.0,11600,2,,4,4,2,5,3,25,9,8,5,8,6,5,1960,1960,5,8,12,13,3.0,175.0,4,5,5,4.0,4.0,4.0,2.0,565,6.0,0,818,1383,6,4,2,5.0,1383,0,0,1383,0,0,1,1,3,1,4,7,7,0,,6.0,1960.0,2.0,1,292,5.0,5.0,3,0,45,0,0,0,0,,,,0,4,2006,9,6,145250
328,329,75,5,,11888,2,1.0,3,3,2,5,3,15,5,8,5,2,6,6,1916,1994,6,8,12,10,4.0,0.0,4,5,4,4.0,4.0,4.0,6.0,0,6.0,0,844,844,6,3,1,4.0,1445,689,0,2134,0,0,2,0,5,1,3,10,7,0,,5.0,1930.0,3.0,2,441,5.0,5.0,3,0,60,268,0,0,0,,,,0,7,2009,9,6,214500
329,330,70,4,60.0,6402,2,,4,4,2,4,3,10,9,8,5,7,5,5,1920,1950,6,8,12,10,4.0,0.0,4,5,6,4.0,4.0,1.0,6.0,0,6.0,0,596,596,6,4,1,5.0,596,596,0,1192,0,0,1,0,3,1,4,6,7,0,,5.0,1920.0,3.0,1,189,4.0,4.0,2,0,0,137,0,0,0,,GdWo,,0,7,2009,9,6,78000
330,331,90,5,,10624,2,,3,4,2,5,3,25,9,8,3,8,5,4,1964,1964,6,8,14,14,3.0,84.0,4,5,5,4.0,4.0,4.0,5.0,40,5.0,264,1424,1728,6,4,2,5.0,1728,0,0,1728,0,1,2,0,6,2,4,10,7,0,,5.0,2002.0,3.0,1,352,5.0,5.0,3,155,0,0,0,0,0,,,,0,11,2007,9,6,119000
331,332,20,5,70.0,8176,2,,4,4,2,5,3,25,9,8,5,8,5,6,1958,1992,6,8,12,13,4.0,0.0,4,5,5,4.0,4.0,4.0,2.0,846,6.0,0,210,1056,6,2,2,5.0,1056,0,0,1056,1,0,1,0,3,1,4,6,7,0,,6.0,1958.0,2.0,1,308,5.0,5.0,3,0,0,0,0,0,0,,,,0,8,2007,9,6,139000
332,333,20,5,85.0,10655,2,,3,4,2,5,3,19,9,8,5,8,8,5,2003,2004,6,8,15,16,3.0,296.0,3,5,6,3.0,4.0,4.0,5.0,1124,,479,1603,3206,6,5,2,5.0,1629,0,0,1629,1,0,2,0,3,1,3,7,7,1,5.0,6.0,2003.0,2.0,3,880,5.0,5.0,3,0,0,0,0,0,0,,,,0,10,2009,9,6,284000
333,334,120,4,59.0,8198,2,,4,4,2,1,3,19,9,8,4,8,7,5,2004,2004,6,8,15,16,2.0,146.0,3,5,6,3.0,4.0,3.0,5.0,720,6.0,0,638,1358,6,5,2,5.0,1358,0,0,1358,1,0,2,0,2,1,3,6,7,1,5.0,6.0,2004.0,2.0,2,484,5.0,5.0,3,192,30,0,0,0,0,,,,0,7,2008,9,6,207000
334,335,60,5,59.0,9042,2,,3,4,2,5,3,20,9,8,5,7,6,5,1998,1998,6,8,15,16,4.0,0.0,4,5,6,3.0,4.0,2.0,5.0,828,6.0,0,115,943,6,3,2,5.0,943,695,0,1638,1,0,2,1,3,1,4,7,7,2,4.0,6.0,1998.0,1.0,2,472,5.0,5.0,3,100,38,0,0,0,0,,,,0,7,2008,9,6,192000
335,336,190,5,,164660,1,,3,2,2,4,1,11,9,8,1,6,5,6,1965,1965,6,8,11,12,4.0,0.0,4,5,5,4.0,4.0,2.0,4.0,1249,3.0,147,103,1499,6,5,2,5.0,1619,167,0,1786,2,0,2,0,3,1,4,7,7,2,5.0,6.0,1965.0,1.0,2,529,5.0,5.0,3,670,0,0,0,0,0,,,Shed,700,8,2008,9,6,228950
336,337,20,5,86.0,14157,2,,3,2,2,4,3,7,9,8,5,8,9,5,2005,2006,5,8,15,16,2.0,200.0,3,5,6,2.0,4.0,2.0,5.0,1249,6.0,0,673,1922,6,5,2,5.0,1922,0,0,1922,1,0,2,0,3,1,3,8,7,1,5.0,6.0,2005.0,1.0,3,676,5.0,5.0,3,178,51,0,0,0,0,,,,0,7,2007,9,6,377426
337,338,20,5,70.0,9135,2,,4,4,2,5,3,24,9,8,5,8,7,5,2002,2003,6,8,15,16,3.0,113.0,3,5,6,3.0,4.0,3.0,5.0,810,6.0,0,726,1536,6,5,2,5.0,1536,0,0,1536,1,0,2,0,3,1,3,7,7,0,,6.0,2002.0,2.0,2,532,5.0,5.0,3,192,74,0,0,0,0,,,,0,12,2008,9,6,214000
338,339,20,5,91.0,14145,2,,4,4,2,4,3,17,9,8,5,8,7,7,1984,1998,6,8,12,13,4.0,0.0,3,5,5,3.0,4.0,1.0,4.0,213,6.0,0,995,1208,6,5,2,5.0,1621,0,0,1621,1,0,2,0,3,1,3,8,7,0,,6.0,1984.0,2.0,2,440,5.0,5.0,3,108,45,0,0,0,0,,,Shed,400,5,2006,9,6,202500
339,340,20,5,66.0,12400,2,,3,4,2,5,3,25,8,8,5,8,6,7,1958,1998,5,8,12,13,3.0,176.0,4,5,5,4.0,2.0,4.0,2.0,585,6.0,0,630,1215,6,4,2,4.0,1215,0,0,1215,0,0,1,0,3,1,4,6,7,0,,6.0,1958.0,3.0,1,297,5.0,5.0,3,0,0,0,0,234,0,,,,0,6,2009,9,6,155000
340,341,60,5,85.0,14191,2,,4,4,2,5,3,11,9,8,5,7,8,5,2002,2002,6,8,15,16,4.0,0.0,3,5,6,3.0,4.0,4.0,6.0,0,6.0,0,967,967,6,5,2,5.0,993,915,0,1908,0,0,2,1,4,1,3,9,7,0,,6.0,2002.0,1.0,2,431,5.0,5.0,3,135,0,0,0,0,0,,,,0,4,2010,9,6,202900
341,342,20,2,60.0,8400,2,,4,4,2,5,3,16,8,8,5,8,4,4,1950,1950,6,8,12,7,4.0,0.0,1,3,5,4.0,2.0,4.0,6.0,0,6.0,0,721,721,6,3,2,5.0,841,0,0,841,0,0,1,0,2,1,4,4,7,0,,2.0,1950.0,3.0,1,294,5.0,5.0,2,250,0,24,0,0,0,,,,0,9,2009,9,6,82000
342,343,90,5,,8544,2,,4,4,2,5,3,25,9,8,3,8,3,4,1949,1950,6,8,7,9,3.0,340.0,4,5,3,,,,,0,,0,0,0,3,2,1,4.0,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,,5.0,1949.0,3.0,2,400,5.0,5.0,3,0,0,0,0,0,0,,,,0,5,2006,9,6,87500
343,344,120,5,63.0,8849,2,,3,4,2,5,3,19,9,8,4,8,9,5,2005,2005,5,8,13,15,3.0,616.0,2,5,6,2.0,4.0,4.0,5.0,28,6.0,0,1656,1684,6,5,2,5.0,1684,0,0,1684,0,0,2,0,2,1,2,6,7,1,2.0,6.0,2005.0,2.0,2,564,5.0,5.0,3,495,72,0,0,0,0,,,,0,7,2008,9,6,266000
344,345,160,4,36.0,2592,2,,4,4,2,5,3,5,9,8,4,7,5,3,1976,1976,6,8,10,11,4.0,0.0,4,5,5,3.0,4.0,4.0,2.0,129,3.0,232,175,536,6,4,2,5.0,536,576,0,1112,0,0,1,1,3,1,4,4,7,0,,6.0,1976.0,3.0,1,336,5.0,5.0,3,182,0,0,0,0,0,,,,0,4,2010,9,6,85000
